code|name|vocabulary
A16AB14|sebelipase alfa; parenteral|ATC
A16AB15|velmanase alfa; parenteral|ATC
A16AB16|idursulfase beta|ATC
A16AB17|cerliponase alfa; parenteral|ATC
A16AB18|vestronidase alfa|ATC
A16AB19|pegvaliase|ATC
A16AB20|pegunigalsidase alfa|ATC
A16AB21|atidarsagene autotemcel|ATC
A16AB22|avalglucosidase alfa|ATC
A16AB23|cipaglucosidase alfa|ATC
A16AB24|pegzilarginase|ATC
A16AB25|olipudase alfa; parenteral|ATC
A16AB26|eladocagene exuparvovec|ATC
A16AB27|pabinafusp alfa|ATC
A16AB28|verenafusp alfa|ATC
A16AB29|rebisufligene etisparvovec|ATC
A16AX01|thioctic acid; oral, oral, parenteral, parenteral|ATC
A16AX02|anethole trithione|ATC
A16AX03|sodium phenylbutyrate; oral|ATC
A16AX04|nitisinone; oral|ATC
A16AX05|zinc acetate; oral|ATC
A16AX06|miglustat; oral|ATC
A16AX07|sapropterin|ATC
A16AX08|teduglutide; parenteral|ATC
A16AX09|glycerol phenylbutyrate; oral|ATC
A16AX10|eliglustat; oral|ATC
A16AX11|sodium benzoate|ATC
A16AX12|trientine; oral|ATC
A16AX13|uridine triacetate|ATC
A16AX14|migalastat; oral|ATC
A16AX15|telotristat; oral|ATC
A16AX16|givosiran|ATC
A16AX17|triheptanoin|ATC
A16AX18|lumasiran|ATC
A16AX19|fosdenopterin; parenteral|ATC
A16AX20|lonafarnib|ATC
A16AX21|elivaldogene autotemcel|ATC
A16AX22|tiomolibdic acid|ATC
A16AX23|leriglitazone|ATC
A16AX24|govorestat|ATC
A16AX25|nedosiran|ATC
A16AX26|glepaglutide|ATC
A16AX27|apraglutide|ATC
A16AX28|sepiapterin|ATC
A16AX29|doxecitine and doxribtimine|ATC
A16AX30|sodium benzoate and sodium phenylacetate|ATC
B01AA01|dicoumarol; oral|ATC
B01AA02|phenindione; oral|ATC
B01AA03|warfarin; oral, parenteral|ATC
B01AA04|phenprocoumon; oral|ATC
B01AA07|acenocoumarol; oral|ATC
B01AA08|ethyl biscoumacetate; oral|ATC
B01AA09|clorindione|ATC
B01AA10|diphenadione|ATC
B01AA11|tioclomarol|ATC
B01AA12|fluindione|ATC
B01AB01|heparin; parenteral|ATC
B01AB02|antithrombin III; parenteral|ATC
B01AB04|dalteparin; parenteral|ATC
B01AB05|enoxaparin; parenteral|ATC
B01AB06|nadroparin; parenteral|ATC
B01AB07|parnaparin; parenteral|ATC
B01AB08|reviparin; parenteral|ATC
B01AB09|danaparoid; parenteral|ATC
B01AB10|tinzaparin; parenteral|ATC
B01AB11|sulodexide; oral, parenteral|ATC
B01AB12|bemiparin; parenteral|ATC
B01AB51|heparin, combinations|ATC
B01AC01|ditazole|ATC
B01AC02|cloricromen|ATC
B01AC03|picotamide|ATC
B01AC04|clopidogrel; oral|ATC
B01AC05|ticlopidine; oral|ATC
B01AC06|acetylsalicylic acid; oral|ATC
B01AC07|dipyridamole; oral, parenteral|ATC
B01AC08|carbasalate calcium; oral|ATC
B01AC09|epoprostenol|ATC
B01AC10|indobufen|ATC
B01AC11|iloprost; inhalant, parenteral|ATC
B01AC13|abciximab; parenteral|ATC
B01AC14|[U] anagrelide|ATC
B01AC15|aloxiprin|ATC
B01AC16|eptifibatide; parenteral|ATC
B01AC17|tirofiban; parenteral|ATC
B01AC18|triflusal; oral|ATC
B01AC19|beraprost|ATC
B01AC21|treprostinil; parenteral|ATC
B01AC22|prasugrel; oral|ATC
B01AC23|cilostazol; oral|ATC
B01AC24|ticagrelor; oral|ATC
B01AC25|cangrelor; parenteral|ATC
B01AC26|vorapaxar; oral|ATC
B01AC27|selexipag; oral|ATC
B01AC28|limaprost|ATC
B01AC30|platelet aggregation inhibitors excl. heparin - combinations|ATC
B01AC56|acetylsalicylic acid, combinations with proton pump inhibitors|ATC
B01AD01|streptokinase; parenteral|ATC
B01AD02|alteplase; parenteral|ATC
B01AD03|anistreplase; parenteral|ATC
B01AD04|urokinase; parenteral|ATC
B01AD05|fibrinolysin|ATC
B01AD06|brinase|ATC
B01AD07|reteplase; parenteral|ATC
B01AD08|saruplase|ATC
B01AD09|ancrod|ATC
B01AD10|drotrecogin alfa (activated); parenteral|ATC
B01AD11|tenecteplase; parenteral|ATC
B01AD12|protein C|ATC
B01AD13|apadamtase alfa and cinaxadamtase alfa; parenteral|ATC
B01AE01|desirudin; parenteral|ATC
B01AE02|lepirudin; parenteral|ATC
B01AE03|argatroban; parenteral|ATC
B01AE04|melagatran; parenteral|ATC
B01AE05|ximelagatran; oral|ATC
B01AE06|bivalirudin; parenteral|ATC
B01AE07|dabigatran etexilate; oral|ATC
B01AF01|rivaroxaban; oral|ATC
B01AF02|apixaban; oral|ATC
B01AF03|edoxaban|ATC
B01AF04|betrixaban|ATC
B01AF51|rivaroxaban and acetylsalicylic acid|ATC
B01AX01|defibrotide; parenteral|ATC
B01AX04|dermatan sulfate|ATC
B01AX05|fondaparinux; parenteral|ATC
B01AX06|[U] rivaroxaban|ATC
B01AX07|caplacizumab; parenteral|ATC
B02AA01|aminocaproic acid; oral, parenteral|ATC
B02AA02|tranexamic acid; oral, parenteral|ATC
B02AA03|aminomethylbenzoic acid; oral|ATC
B02AB01|aprotinin; parenteral|ATC
B02AB02|alfa1 antitrypsin; parenteral|ATC
B02AB03|[U] c1-inhibitor, plasma derived|ATC
B02AB04|camostat|ATC
B02AB05|ulinastatin|ATC
B02BA01|phytomenadione; oral, parenteral|ATC
B02BA02|menadione; oral, parenteral|ATC
B02BB01|fibrinogen, human; parenteral|ATC
B02BC01|absorbable gelatin sponge|ATC
B02BC02|oxidized cellulose|ATC
B02BC03|tetragalacturonic acid hydroxymethylester|ATC
B02BC05|adrenalone|ATC
B02BC06|thrombin|ATC
B02BC07|collagen|ATC
B02BC08|calcium alginate|ATC
B02BC09|epinephrine|ATC
B02BC10|[U] fibrinogen, human|ATC
B02BC30|local hemostatics - combinations|ATC
B02BD01|coagulation factor IX, II, VII and X in combination|ATC
B02BD02|coagulation factor VIII|ATC
B02BD03|factor VIII inhibitor bypassing activity|ATC
B02BD04|coagulation factor IX|ATC
B02BD05|coagulation factor VII|ATC
B02BD06|von Willebrand factor and coagulation factor VIII in combination|ATC
B02BD07|coagulation factor XIII|ATC
B02BD08|coagulation factor VIIa|ATC
B02BD09|[U] nonacog alfa|ATC
B02BD10|von Willebrand factor|ATC
B02BD11|catridecacog|ATC
B02BD12|[U] trenonacog alfa|ATC
B02BD13|coagulation factor X|ATC
B02BD14|susoctocog alfa|ATC
B02BD15|valoctocogene roxaparvovec|ATC
B02BD16|etranacogene dezaparvovec|ATC
B02BD17|fidanacogene elaparvovec|ATC
B02BD18|arvenacogene sanparvovec|ATC
B02BD30|thrombin|ATC
B02BX01|etamsylate|ATC
B02BX02|carbazochrome|ATC
B02BX03|batroxobin|ATC
B02BX04|romiplostim; parenteral|ATC
B02BX05|eltrombopag; oral|ATC
B02BX06|emicizumab; parenteral|ATC
B02BX07|lusutrombopag|ATC
B02BX08|avatrombopag; oral|ATC
B02BX09|fostamatinib; oral|ATC
B02BX10|concizumab|ATC
B02BX11|marstacimab|ATC
B02BX12|fitusiran|ATC
B03AA01|ferrous glycine sulfate; oral|ATC
B03AA02|ferrous fumarate; oral|ATC
B03AA03|ferrous gluconate; oral|ATC
B03AA04|ferrous carbonate; oral|ATC
B03AA05|ferrous chloride; oral|ATC
B03AA06|ferrous succinate; oral|ATC
B03AA07|ferrous sulfate; oral|ATC
B03AA08|ferrous tartrate; oral|ATC
B03AA09|ferrous aspartate; oral|ATC
B03AA10|ferrous ascorbate; oral|ATC
B03AA11|ferrous iodine; oral|ATC
B03AA12|ferrous sodium citrate; oral|ATC
B03AB01|ferric sodium citrate; oral|ATC
B03AB02|saccharated iron oxide; oral|ATC
B03AB03|sodium feredetate; oral|ATC
B03AB04|ferric hydroxide; oral|ATC
B03AB05|ferric oxide polymaltose complexes; oral|ATC
B03AB06|[U] ferric citrate; oral|ATC
B03AB07|chondroitin sulfate-iron complex; oral|ATC
B03AB08|ferric acetyl transferrin; oral|ATC
B03AB09|ferric proteinsuccinylate; oral|ATC
B03AB10|ferric maltol; oral|ATC
B03AC01|[D] ferric oxide polymaltose complexes; parenteral|ATC
B03AC02|[D] saccharated iron oxide; parenteral|ATC
B03AC03|[D] iron-sorbitol-citric acid complex; parenteral|ATC
B03AC05|[D] ferric sorbitol gluconic acid complex; parenteral|ATC
B03AC06|[D] ferric oxide dextran complexes; parenteral|ATC
B03AC07|[D] ferric sodium gluconate complex; parenteral|ATC
B03AD01|ferrous amino acid complex and folic acid|ATC
B03AD02|ferrous fumarate and folic acid|ATC
B03AD03|ferrous sulfate and folic acid|ATC
B03AD04|ferric oxide polymaltose complexes and folic acid|ATC
B03AD05|ferrous gluconate and folic acid|ATC
B03AE01|iron, vitamin B12 and folic acid|ATC
B03AE02|iron, multivitamins and folic acid|ATC
B03AE03|iron and multivitamins|ATC
B03AE04|iron, multivitamins and minerals|ATC
B03AE10|iron in other combinations - various combinations|ATC
B03BA01|cyanocobalamin; nasal, oral, parenteral|ATC
B03BA02|cyanocobalamin tannin complex; parenteral|ATC
B03BA03|hydroxocobalamin; parenteral|ATC
B03BA04|cobamamide|ATC
B03BA05|mecobalamin; oral, parenteral|ATC
B03BA51|cyanocobalamin, combinations|ATC
B03BA53|hydroxocobalamin, combinations|ATC
B03BB01|folic acid; oral, parenteral|ATC
B03BB51|folic acid, combinations|ATC
B03XA01|erythropoietin; parenteral|ATC
B03XA02|darbepoetin alfa; parenteral|ATC
B03XA03|methoxy polyethylene glycol-epoetin beta; parenteral|ATC
B03XA04|peginesatide|ATC
B03XA05|roxadustat; oral|ATC
B03XA06|luspatercept; parenteral|ATC
B03XA07|daprodustat|ATC
B03XA08|vadadustat; oral|ATC
B03XA09|molidustat|ATC
B03XA10|efepoetin alfa; parenteral|ATC
B05AA01|albumin|ATC
B05AA02|other plasma protein fractions|ATC
B05AA03|fluorocarbon blood substitutes|ATC
B05AA05|dextran|ATC
B05AA06|gelatin agents|ATC
B05AA07|hydroxyethylstarch|ATC
B05AA08|hemoglobin crosfumaril|ATC
B05AA09|hemoglobin raffimer|ATC
B05AA10|hemoglobin glutamer (bovine)|ATC
B05AX01|erythrocytes|ATC
B05AX02|thrombocytes|ATC
B05AX03|blood plasma|ATC
B05AX04|stem cells from umbilical cord blood|ATC
B05BA01|amino acids; parenteral|ATC
B05BA02|fat emulsions; parenteral|ATC
B05BA03|carbohydrates; parenteral|ATC
B05BA04|protein hydrolysates; parenteral|ATC
B05BA10|solutions for parenteral nutrition - combinations; parenteral|ATC
B05BB01|electrolytes|ATC
B05BB02|electrolytes with carbohydrates|ATC
B05BB03|trometamol|ATC
B05BB04|electrolytes in combination with other drugs|ATC
B05BC01|mannitol|ATC
B05BC02|carbamide|ATC
B05CA01|cetylpyridinium|ATC
B05CA02|chlorhexidine|ATC
B05CA03|nitrofural|ATC
B05CA04|sulfamethizole|ATC
B05CA05|taurolidine|ATC
B05CA06|mandelic acid|ATC
B05CA07|noxytiolin|ATC
B05CA08|ethacridine lactate|ATC
B05CA09|neomycin|ATC
B05CA10|antiinfectives - combinations|ATC
B05CB01|sodium chloride|ATC
B05CB02|sodium citrate|ATC
B05CB03|magnesium citrate|ATC
B05CB04|sodium bicarbonate|ATC
B05CB10|salt solutions - combinations|ATC
B05CX01|glucose|ATC
B05CX02|sorbitol|ATC
B05CX03|glycine|ATC
B05CX04|mannitol|ATC
B05CX10|other irrigating solutions - combinations|ATC
B05XA01|potassium chloride|ATC
B05XA02|sodium bicarbonate|ATC
B05XA03|sodium chloride|ATC
B05XA04|ammonium chloride|ATC
B05XA05|magnesium sulfate|ATC
B05XA06|potassium phosphate, incl. combinations with other potassium salts|ATC
B05XA07|calcium chloride|ATC
B05XA08|sodium acetate|ATC
B05XA09|sodium phosphate|ATC
B05XA10|magnesium phosphate|ATC
B05XA11|magnesium chloride|ATC
B05XA12|zinc chloride|ATC
B05XA13|hydrochloric acid|ATC
B05XA14|sodium glycerophosphate|ATC
B05XA15|potassium lactate|ATC
B05XA16|cardioplegia solutions|ATC
B05XA17|potassium acetate|ATC
B05XA18|zinc sulfate|ATC
B05XA19|calcium gluconate|ATC
B05XA20|sodium selenite|ATC
B05XA30|combinations of electrolytes|ATC
B05XA31|electrolytes in combination with other drugs|ATC
B05XB01|arginine hydrochloride|ATC
B05XB02|alanyl glutamine|ATC
B05XB03|lysine|ATC
B05XX02|trometamol; parenteral|ATC
B06AA02|fibrinolysin and desoxyribonuclease|ATC
B06AA03|hyaluronidase|ATC
B06AA04|chymotrypsin|ATC
B06AA07|trypsin|ATC
B06AA10|desoxyribonuclease|ATC
B06AA11|[U] bromelains|ATC
B06AA55|streptokinase, combinations|ATC
B06AB01|hemin|ATC
B06AC01|c1-inhibitor, plasma derived; parenteral|ATC
B06AC02|icatibant; parenteral|ATC
B06AC03|ecallantide|ATC
B06AC04|conestat alfa; parenteral|ATC
B06AC05|lanadelumab; parenteral|ATC
B06AC06|berotralstat; oral|ATC
B06AC07|garadacimab|ATC
B06AC08|sebetralstat|ATC
B06AC09|donidalorsen|ATC
B06AX01|crizanlizumab; parenteral|ATC
B06AX02|betibeglogene autotemcel|ATC
B06AX03|voxelotor|ATC
B06AX04|mitapivat; oral|ATC
B06AX05|exagamglogene autotemcel|ATC
B06AX06|lovotibeglogene autotemcel|ATC
B06AX07|mozafancogene autotemcel|ATC
C01AA01|acetyldigitoxin; oral|ATC
C01AA02|acetyldigoxin; oral|ATC
C01AA03|digitalis leaves; oral|ATC
C01AA04|digitoxin; oral, parenteral|ATC
C01AA05|digoxin; oral, parenteral|ATC
C01AA06|lanatoside C; oral, rectal|ATC
C01AA07|deslanoside; parenteral|ATC
C01AA08|metildigoxin; oral, parenteral|ATC
C01AA09|gitoformate|ATC
C01AA52|acetyldigoxin, combinations|ATC
C01AB01|proscillaridin; oral|ATC
C01AB51|proscillaridin, combinations|ATC
C01AC01|g-strophanthin; parenteral|ATC
C01AC03|cymarin; oral|ATC
C01AX02|peruvoside|ATC
C01BA01|quinidine; oral|ATC
C01BA02|procainamide; oral, parenteral|ATC
C01BA03|disopyramide; oral, parenteral|ATC
C01BA04|sparteine; parenteral|ATC
C01BA05|ajmaline; oral|ATC
C01BA08|prajmaline; oral|ATC
C01BA12|lorajmine; oral|ATC
C01BA13|hydroquinidine|ATC
C01BA51|quinidine, combinations excl. psycholeptics|ATC
C01BA71|quinidine, combinations with psycholeptics|ATC
C01BB01|lidocaine; parenteral|ATC
C01BB02|mexiletine; oral, parenteral|ATC
C01BB03|tocainide; oral, parenteral|ATC
C01BB04|aprindine; oral, parenteral|ATC
C01BC03|propafenone; oral, parenteral|ATC
C01BC04|flecainide; oral, parenteral|ATC
C01BC07|lorcainide; parenteral|ATC
C01BC08|encainide; oral|ATC
C01BC09|ethacizine|ATC
C01BD01|amiodarone; oral, parenteral|ATC
C01BD02|bretylium tosilate|ATC
C01BD03|bunaftine|ATC
C01BD04|dofetilide|ATC
C01BD05|ibutilide; parenteral|ATC
C01BD06|tedisamil|ATC
C01BD07|dronedarone; oral|ATC
C01BG01|moracizine; oral|ATC
C01BG07|cibenzoline|ATC
C01BG11|vernakalant; parenteral|ATC
C01CA01|etilefrine; oral, parenteral|ATC
C01CA02|isoprenaline; oral, parenteral|ATC
C01CA03|norepinephrine; parenteral|ATC
C01CA04|dopamine; parenteral|ATC
C01CA05|norfenefrine; oral|ATC
C01CA06|phenylephrine; parenteral|ATC
C01CA07|dobutamine; parenteral|ATC
C01CA08|oxedrine; oral, parenteral|ATC
C01CA09|metaraminol; parenteral|ATC
C01CA10|methoxamine; parenteral|ATC
C01CA11|mephentermine; parenteral|ATC
C01CA12|dimetofrine|ATC
C01CA13|prenalterol; parenteral|ATC
C01CA14|dopexamine; parenteral|ATC
C01CA15|gepefrine; oral|ATC
C01CA16|ibopamine; oral|ATC
C01CA17|midodrine; oral|ATC
C01CA18|octopamine|ATC
C01CA19|fenoldopam|ATC
C01CA21|cafedrine|ATC
C01CA22|arbutamine|ATC
C01CA23|theodrenaline|ATC
C01CA24|epinephrine; parenteral|ATC
C01CA25|amezinium metilsulfate; oral|ATC
C01CA26|ephedrine; parenteral|ATC
C01CA27|droxidopa; oral|ATC
C01CA28|centhaquine|ATC
C01CA30|adrenergic and dopaminergic agents - combinations|ATC
C01CA51|etilefrine, combinations|ATC
C01CE01|amrinone; parenteral|ATC
C01CE02|milrinone; parenteral|ATC
C01CE03|enoximone; parenteral|ATC
C01CE04|bucladesine|ATC
C01CX06|angiotensinamide; parenteral|ATC
C01CX07|xamoterol; oral|ATC
C01CX08|levosimendan; parenteral|ATC
C01CX09|angiotensin II|ATC
C01CX10|omecamtiv mecarbil|ATC
C01DA02|glyceryl trinitrate; local oral, oral, sublingual, transdermal|ATC
C01DA04|methylpropylpropanediol dinitrate|ATC
C01DA05|pentaerithrityl tetranitrate; oral|ATC
C01DA07|propatylnitrate; oral|ATC
C01DA08|isosorbide dinitrate; local oral, oral, sublingual, transdermal|ATC
C01DA09|trolnitrate; oral|ATC
C01DA13|eritrityl tetranitrate; oral|ATC
C01DA14|isosorbide mononitrate; oral|ATC
C01DA20|organic nitrates in combination|ATC
C01DA38|tenitramine|ATC
C01DA52|glyceryl trinitrate, combinations|ATC
C01DA54|methylpropylpropanediol dinitrate, combinations|ATC
C01DA55|pentaerithrityl tetranitrate, combinations|ATC
C01DA57|propatylnitrate, combinations|ATC
C01DA58|isosorbide dinitrate, combinations|ATC
C01DA59|trolnitrate, combinations|ATC
C01DA63|eritrityl tetranitrate, combinations|ATC
C01DA70|organic nitrates in combination with psycholeptics|ATC
C01DB01|flosequinan|ATC
C01DX01|itramin tosilate|ATC
C01DX02|prenylamine; oral|ATC
C01DX03|oxyfedrine; oral, parenteral|ATC
C01DX04|benziodarone; oral|ATC
C01DX05|carbocromen|ATC
C01DX06|hexobendine|ATC
C01DX07|etafenone; oral|ATC
C01DX08|heptaminol; oral, parenteral|ATC
C01DX09|imolamine; oral|ATC
C01DX10|dilazep; oral|ATC
C01DX11|trapidil|ATC
C01DX12|molsidomine|ATC
C01DX13|efloxate; oral|ATC
C01DX14|cinepazet; oral|ATC
C01DX15|cloridarol|ATC
C01DX16|nicorandil; oral|ATC
C01DX18|linsidomine|ATC
C01DX19|nesiritide; parenteral|ATC
C01DX21|serelaxin|ATC
C01DX22|vericiguat; oral|ATC
C01DX51|itramin tosilate, combinations|ATC
C01DX52|prenylamine, combinations|ATC
C01DX53|oxyfedrine, combinations|ATC
C01DX54|benziodarone, combinations|ATC
C01EA01|alprostadil; parenteral|ATC
C01EB02|camphora; oral|ATC
C01EB03|indometacin|ATC
C01EB04|crataegus glycosides|ATC
C01EB05|creatinolfosfate|ATC
C01EB06|fosfocreatine|ATC
C01EB07|fructose 1,6-diphosphate|ATC
C01EB09|ubidecarenone|ATC
C01EB10|adenosine; parenteral|ATC
C01EB11|tiracizine|ATC
C01EB12|[U] tedisamil|ATC
C01EB13|acadesine|ATC
C01EB15|trimetazidine; oral|ATC
C01EB16|ibuprofen; parenteral|ATC
C01EB17|ivabradine; oral|ATC
C01EB18|ranolazine; oral|ATC
C01EB19|[U] icatibant|ATC
C01EB21|regadenoson; parenteral|ATC
C01EB22|meldonium; oral|ATC
C01EB23|tiazotic acid|ATC
C01EB24|mavacamten; oral|ATC
C01EB25|acoramidis|ATC
C02AA01|rescinnamine|ATC
C02AA02|reserpine; oral, parenteral|ATC
C02AA03|combinations of rauwolfia alkaloids|ATC
C02AA04|rauwolfia alkaloids, whole root|ATC
C02AA05|deserpidine|ATC
C02AA06|methoserpidine|ATC
C02AA07|bietaserpine; oral|ATC
C02AA52|reserpine, combinations|ATC
C02AA53|combinations of rauwolfia alkoloids, combinations|ATC
C02AA57|bietaserpine, combinations|ATC
C02AB01|methyldopa (levorotatory); oral, parenteral|ATC
C02AB02|methyldopa (racemic); oral|ATC
C02AC01|clonidine; oral, parenteral|ATC
C02AC02|guanfacine; oral|ATC
C02AC04|tolonidine; oral|ATC
C02AC05|moxonidine; oral|ATC
C02AC06|rilmenidine|ATC
C02BA01|trimetaphan; parenteral|ATC
C02BB01|mecamylamine|ATC
C02CA01|prazosin; oral|ATC
C02CA02|indoramin|ATC
C02CA03|trimazosin; oral|ATC
C02CA04|doxazosin; oral|ATC
C02CA06|urapidil; oral, parenteral|ATC
C02CC01|betanidine; oral|ATC
C02CC02|guanethidine; oral|ATC
C02CC03|guanoxan; oral|ATC
C02CC04|debrisoquine; oral|ATC
C02CC05|guanoclor|ATC
C02CC06|guanazodine|ATC
C02CC07|guanoxabenz; oral|ATC
C02DA01|diazoxide; parenteral|ATC
C02DB01|dihydralazine; oral, parenteral|ATC
C02DB02|hydralazine; oral|ATC
C02DB03|endralazine; oral|ATC
C02DB04|cadralazine; oral|ATC
C02DC01|minoxidil; oral|ATC
C02DD01|nitroprusside; parenteral|ATC
C02DG01|pinacidil; oral|ATC
C02KA01|veratrum|ATC
C02KB01|metirosine|ATC
C02KC01|pargyline|ATC
C02KD01|ketanserin; oral, parenteral|ATC
C02KN01|aprocitentan|ATC
C02KN02|baxdrostat|ATC
C02KX01|bosentan; oral|ATC
C02KX02|ambrisentan; oral|ATC
C02KX03|sitaxentan; oral|ATC
C02KX04|macitentan; oral|ATC
C02KX05|riociguat; oral|ATC
C02KX06|sotatercept|ATC
C02KX52|ambrisentan and tadalafil|ATC
C02KX54|macitentan and tadalafil|ATC
C02LA01|reserpine and diuretics|ATC
C02LA02|rescinnamine and diuretics|ATC
C02LA03|deserpidine and diuretics|ATC
C02LA04|methoserpidine and diuretics|ATC
C02LA07|bietaserpine and diuretics|ATC
C02LA08|rauwolfia alkaloids, whole root and diuretics|ATC
C02LA09|syrosingopine and diuretics|ATC
C02LA50|combination of rauwolfia alkaloids and diuretics incl. other combinations|ATC
C02LA51|reserpine and diuretics, combinations with other drugs|ATC
C02LA52|rescinnamine and diuretics, combinations with other drugs|ATC
C02LA71|reserpine and diuretics, combinations with psycholeptics|ATC
C02LB01|methyldopa (levorotatory) and diuretics|ATC
C02LC01|clonidine and diuretics|ATC
C02LC05|moxonidine and diuretics|ATC
C02LC51|clonidine and diuretics, combinations with other drugs|ATC
C02LE01|prazosin and diuretics|ATC
C02LF01|guanethidine and diuretics|ATC
C02LG01|dihydralazine and diuretics|ATC
C02LG02|hydralazine and diuretics|ATC
C02LG03|picodralazine and diuretics|ATC
C02LG51|dihydralazine and diuretics, combinations with other drugs|ATC
C02LG73|picodralazine and diuretics, combinations with psycholeptics|ATC
C02LK01|veratrum and diuretics|ATC
C02LL01|pargyline and diuretics|ATC
C02LX01|pinacidil and diuretics|ATC
C03AA01|bendroflumethiazide; oral|ATC
C03AA02|hydroflumethiazide; oral|ATC
C03AA03|hydrochlorothiazide; oral|ATC
C03AA04|chlorothiazide; oral|ATC
C03AA05|polythiazide; oral|ATC
C03AA06|trichlormethiazide; oral|ATC
C03AA07|cyclopenthiazide; oral|ATC
C03AA08|methyclothiazide; oral|ATC
C03AA09|cyclothiazide; oral|ATC
C03AA13|mebutizide|ATC
C03AB01|bendroflumethiazide and potassium; oral|ATC
C03AB02|hydroflumethiazide and potassium; oral|ATC
C03AB03|hydrochlorothiazide and potassium; oral|ATC
C03AB04|chlorothiazide and potassium; oral|ATC
C03AB05|polythiazide and potassium; oral|ATC
C03AB06|trichlormethiazide and potassium; oral|ATC
C03AB07|cyclopenthiazide and potassium; oral|ATC
C03AB08|methyclothiazide and potassium; oral|ATC
C03AB09|cyclothiazide and potassium; oral|ATC
C03AH01|chlorothiazide, combinations|ATC
C03AH02|hydroflumethiazide, combinations|ATC
C03AX01|hydrochlorothiazide, combinations|ATC
C03BA02|quinethazone; oral|ATC
C03BA03|clopamide; oral|ATC
C03BA04|chlortalidone; oral|ATC
C03BA05|mefruside; oral|ATC
C03BA07|clofenamide|ATC
C03BA08|metolazone; oral|ATC
C03BA09|meticrane|ATC
C03BA10|xipamide; oral|ATC
C03BA11|indapamide; oral|ATC
C03BA12|clorexolone|ATC
C03BA13|fenquizone|ATC
C03BA82|clorexolone, combinations with psycholeptics|ATC
C03BB02|quinethazone and potassium; oral|ATC
C03BB03|clopamide and potassium; oral|ATC
C03BB04|chlortalidone and potassium; oral|ATC
C03BB05|mefruside and potassium; oral|ATC
C03BB07|clofenamide and potassium|ATC
C03BC01|mersalyl|ATC
C03BD01|theobromine; oral|ATC
C03BX03|cicletanine|ATC
C03CA01|furosemide; oral, parenteral|ATC
C03CA02|bumetanide; oral, parenteral|ATC
C03CA03|piretanide|ATC
C03CA04|torasemide; oral, parenteral|ATC
C03CB01|furosemide and potassium; oral|ATC
C03CB02|bumetanide and potassium; oral|ATC
C03CC01|etacrynic acid; oral, parenteral|ATC
C03CC02|tienilic acid|ATC
C03CD01|muzolimine; oral|ATC
C03CX01|etozolin|ATC
C03DA01|spironolactone; oral|ATC
C03DA02|potassium canrenoate; parenteral|ATC
